contestant_id,level,contestant_round_id,active_rows,distinct_rounds,match_rows,foreign_rows,reg_corroborates,classification,sub,disposition,reason,home_row_history,home_higher_level_active,votes_on_foreign_active
212,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
214,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
216,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
216,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
216,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
218,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
220,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
220,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
220,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
222,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
224,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
224,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
224,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
226,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
228,city,3,4,4,1,3,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
228,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
228,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
230,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
232,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
232,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
232,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
236,city,3,5,5,1,4,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
236,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
236,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
238,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
240,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
240,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
240,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
242,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
244,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
244,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
244,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
246,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
248,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
250,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
252,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
252,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
252,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
254,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
256,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
256,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
256,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
258,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
260,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
260,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
260,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
262,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
264,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
264,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
264,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
266,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
268,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
268,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
268,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
270,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
272,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
274,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
274,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
274,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
276,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
278,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
278,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
278,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
280,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
282,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
282,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
282,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
284,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
286,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
286,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
286,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
288,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
290,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
290,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
290,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
292,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
294,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
294,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
294,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
296,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
298,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
298,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
298,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
300,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
302,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
302,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
302,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
304,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
306,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
306,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
306,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
308,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
310,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
310,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
310,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
312,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
314,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
314,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
314,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
318,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
318,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
318,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
320,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
322,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
322,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
322,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
324,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
326,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
326,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
326,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
328,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
330,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
330,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
330,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
332,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
334,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
334,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
334,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
336,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
338,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
338,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
338,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
340,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
342,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
342,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
342,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
344,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
346,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
346,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
346,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
346,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
348,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
350,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
350,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
350,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
350,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
352,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
354,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
354,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
354,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
354,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
356,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
358,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
358,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
358,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
358,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
360,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
362,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
362,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
362,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
362,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
364,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
366,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
366,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
366,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
366,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
368,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
370,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
370,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
370,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
372,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
374,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
